IDNOREMP;IDTIPODOC;NUMDOC;DV;INSCRIP  MATRIC / RENOVACIÓN ;CAMARA;INSCRIPCIÓN /MATRICULA;CIIU;NOVEDAD;RAZSOC;NOMCOM;SIGLA;DIRECCION;IDDEPTO;IDMCIPIO;TEL;EXT;EMAIL;WEB;DIRECCION NOT;IDDEPTO  NOT;IDMCIPIO NOT;TEL NOT;EXT NOT;EMAIL NOT;WEB NOT;ORGJUR;NOMREP;CSEDE;prioridad;orgjucual;fechaconst;fechahasta;capsocin;capsocinpu;capsocinpr;capsocie;capsociepu;capsociepr;estadoact;otro;estagrop;estminero;estind;estservpub;estconst;estcom;estreshot;esttrans;estcomunic;estfinanc;estservcom;uniaux;fechadili;responde;carresponde;teler;faxr;emailres;;aa;aanotifica;estser;otrose;actie;actic;lgg;estcart;correlativa;envcorr;vericorr;fec_correo;activa;fechadist
11601;1;890900573;;;;;2511;99;INDUSTRIAS CENO S.A.;INDUSTRIAS CENO  S.A;;CL 86 # 45-90;5;360;3123585;;tuscania@une.net.co;www.industriasceno.com;CLL 86 # 45 - 90;5;360;3123585;;tuscania@une.net.co;www.industriasceno.com;5;JUAN CARLOS SANIN ARANGO;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
11650;1;890910354;;;;;2740;99;CELSA S.A.S.;CELSA;;CL 50 # 40-20;5;360;3755500;;hfranco@celsa.com.co;www.celsa.com.co;CL 50 # 40 - 20;5;360;3755554;;hfranco@celsa.com.co;www.celsa.com.co;14;FRANCISCO JAVIER VELASQUEZ;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
11661;1;890900317;;;;;3091;99;AUTOTECNICA COLOMBIANA S.A.S;AUTECO S A.S;;KR 42 # 45-77;5;360;3068181;;acadavid@auteco.com.co;www.auteco.com.co;CRA 42 No 45-77;5;360;3068181;;acadavid@auteco.com.co;www.auteco.com.co;14;ALEJANDRO CADAVID AROCA;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
11679;1;890915547;;;;;1410;99;C.I INTEGRATED APPAREL SOLUCTIONS;C.I IAS SA;;CR 42 A 67A-13 CAPRICENTRO;5;360;3730888;;CIIAS@CIIAS.NET.CO;;CLL 52 SUR No 44 - 45;5;360;3730888;;juantangarife@CIIAS.NET.CO;;5;FEDERICO ARRIOLA;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
11712;1;890916911;;;;;3091;99;INDUSTRIA COLOMBIANA DE MOTOCICLETAS YAMAHA S.A;INCOLMOTOS YAMAHA S.A;;UATOPISTA NORTE KILOMETRO 20 COSTADO ORIENTAL VIA GIRARDOTA;5;308;3099010;;info@incolmotos-yamaha.com.co;incolmotos-yamaha.com.co;Km 20 Autopista Norte Costado Oriental;5;308;3099010;;mpiedrah@incolmotos-yamaha.com.co;incolmotos-yamaha.com.co;5;FRANCISCO JOSE SIERRA A;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
11749;1;890901672;;;;;1430;99;CRYSTAL S.A.S;CRYSTAL S.A.S;;CRA 48 # 52 sur -81;5;631;3788333;;gpatino@crystal.com.co;WWW.CRYSTAL.COM.CO;CRA 48 # 52 SUR 81;5;631;3788333;;gpatino@crystal.com.co;WWW.CRYSTAL.COM.CO;5;LUIS FERNANDO RESTREPO E;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
11761;1;890902165;;;;;2100;99;LABORATORIO PROFESIONAL FARMACEUTICO S.A;LAPROFF S.A.;;CRA 43A # 61Sur - 84;5;631;2881080;;llaproff@une.net.co;www.laproff.com;CRA 43 A # 61 SUR - 84;5;631;2881080;;dsanchez@laproff.com;www.laproff.com;5;LUCIA CRISTINA PENALOZA HOYOS;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
11767;1;890907406;;;;;2229;99;PLASTICOS TRUHER S.A.;PLASTICOS TRUHER S.A.;;CL 67 S # 48B-95;5;631;3051100;;truher@plasticostruher.com;www.plasticostruher.com;CL 67 SUR # 48 B - 95;5;631;3051100;;mcardona@plasticostruher.com;www.plasticostruher.com;5;GUSTAVO ALBERTO TRUJILLO JIMENEZ;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
11881;1;811014994;;;;;1081;99;COMPANIA DE GALLETAS NOEL S.A.S;GALLETAS NOEL S.A.S;;KR 52 # 2-38;5;1;3659999;;waquez@noel.com.co;www.noel.com.co;KR 52 # 2 - 38;5;1;3657842;;wvasquez@noel.com.co;www.noel.com.co;14;PEDRO ALFONSO BLANCO SANTOS;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
11905;1;890908649;;;;;2022;99;TINTAS S A;TINTAS S A;;CL 10 # 50-240;5;1;3600000;;sandra.ceballos@tintas-sunchemical.com.co;;CLL 10 # 50 - 240;5;1;3600000;;sandra.ceballos@tintas-sunchemical.com.co;;5;RAFAEL POSADA AGUDELO;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
11912;1;890900223;;;;;2599;99;CAMILO ALBERTO MEJIA Y CIA S.A;C A MEJIA Y CIA S.A;;VEREDA BELEN KM 38   200 METROS  AUT. MEDELLIN BOGOTA;5;440;4446767;;ANDRES.ESCOBAR@CAMEJIA.COM;www.camejia.com;VEREDA BELEN KM 38   200 METROS  AUT. MEDELLIN BOGOTA;5;440;4446767;;ANDRES.ESCOBAR@CAMEJIA.COM;www.camejia.com;5;IVAN DARIO ARANGO GOMEZ;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
11919;1;890900118;;;;;2310;99;CRISTALERIA PELDAR S.A.;CRISTALERIA PELDAR S.A.;;CL 39 S  # 48-180;5;266;3788000;;PELDAR@O-I.COM;WWW.PELDAR.COM;CL 39 S # 48 - 180;5;266;3788000;;PELDAR@O-I.COM,PAULA.URREGO@-I.COM;WWW.PELDAR.COM;5;ALVARO SUAREZ QUICENO;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
11935;1;890904478;;;;;1040;99;COOPERATIVA COLANTA LTDA;COLANTA;;CL 74 # 64 A - 51;5;1;4455555;;GERENCIA@COLANTA.COM.CO;www.colanta.com.co;CL 74 # 64 A - 51;5;1;4455555;;JAIMERO@COLANTA.COM.CO;www.colanta.com.co;12.1;JENARO PEREZ GUTIERREZ;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
11936;1;811036030;;;;;1082;99;COMPAÑIA NACIONAL DE CHOCOLATES S.A.;COMPAÑIA NACIONAL DE CHOCOLATES S.A.;;KR 43 A # 1 A SUR - 143   PS 7;5;1;3258615;;mfsoto@chocolates.com.co;www.chocolates.com;KR 43 A # 1 A SUR - 143   PS 7;5;1;3258615;;mfsoto@chocolates.com.co;www.chocolates.com;14;Etna Cristina Gomez Gomez;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
11937;1;890903532;;;;;1062;99;INDUSTRIA COLOMBIANA DE CAFE S.A.S;COLCAFE S.A.S;;CL 8 S # 50-67;5;1;2856600;;welcome@colcafe.com.co;www.colcafe.com.co;CL. 8  SUR # 50-67;5;1;2856600;;welcome@colcafe.com.co;www.colcafe.com.co;14;Miguel Moreno Munera;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
11938;1;890900308;;;;;1312;99;FABRICATO S.A.;FABRICATO;;CL 44 # 49 - 03;5;88;4483500;;acastillo@fabricato.com;www.fabricato.com.co;CL 44 # 49 - 03;5;88;4483500;;chernandez@fabricato.com;www.fabricato.com.co;5;CARLOS ALBERTO DE JESUS;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
11941;1;890900043;;;;;1200;99;CIA. COLOMBIANA DE TABACO S.A.;CIA. COLOMBIANA DE TABACO S.A.;;CARRERA 50 # 5 115;5;1;3569000;;anamaria.bastos@pmi.com;http://www.pmi.com/marketpages/Pages/market_es_es.aspx;CARRERA 50 # 5 115;5;1;3569000;;anamaria.bastos@pmi.com, yadaly.carmona@pmi.com;http://www.pmi.com/marketpages/Pages/market_es_es.aspx;5;SIMON LANGELIER;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
11942;1;890900259;;;;;1312;99;COLTEJER S.A.;COLTEJER S.A.;;CRA 42 # 54A - 161  AUTOPISTA SUR;5;360;3757500;;javendano@coltejer.com.co;www.coltejer.com.co;CRA 42 # 54A - 161  AUTOPISTA SUR;5;360;3757500;;javendano@coltejer.com.co;www.coltejer.com.co;5;ELSA GLADYS MUNOZ GUTIERREZ;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
11944;1;890900291;;;;;1090;99;SOLLA S.A.;SOLLA S.A.;;Cra 42 Nro. 33-80  Autopista Sur;5;360;4448411;;sollaantioquia@solla.com;www.solla.com.co;Cra 42 Nro. 33-80  Autopista Sur;5;360;4448411;;cmblanco@solla.com;www.solla.com.co;5;Maurico Campillo Orozco;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
11945;1;860001697;;;;;1104;99;GASEOSAS LUX S.A.;GASEOSAS LUX S.A.;;CL 52 # 47-42 P 23;5;1;5765100;;pvfivand@postobon.com.co;www.postobon.com.co;CLL 52 # 47 - 42   PISO 23;5;1;5765100;;pvfivand@postobon.com.co;www.postobon.com.co;5;IVAN DARIO VELASQUEZ URIBE;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
11948;1;890903939;;;;;1104;99;GASEOSAS POSADA TOBON S.A.;POSTOBON OFICINA CENTRAL - MEDELLIN;;CL 52 # 47-42;5;1;5765100;;pvfivand@postobon.com.co;www.postobon.com.co;CL. 52  # 47-42;5;1;5765000;;mrestrepo@postobon.com.co;www.postobon.com.co;5;Ivan Dario Velasquez U;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
11949;1;860042141;;;;;2011;99;PRODUCTOS QUIMICOS PANAMERICANOS S.A.;PRODUCTOS QUIMICOS PANAMERICANOS S.A.;;CL 5A # 39-93;5;1;2685000;;andresfmd@pqp.com.co;www.pqp.com.co;CL.5  A # 39-93;5;1;2685000;;andresfmd@pqp.com.co;www.pqp.com.co;5;OSCAR AUGUSTO RESTREPO MORALES;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
840004;1;890908792;;;;;1312;99;TEXTILES DEL RIO S.A.;RIOTEX;;CL 44  49 03;5;88;4483500;;chernandez@fabricato.com;;CL 44  49 03;5;88;4483500;;chernandez@fabricato.com;;5;CARLOS ALBERTO DE JESUS;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
840210;1;890924167;;;;;1410;99;C.I. HERMECO S.A.;OFFCORSS;;KR 50 7  35;5;1;3847100;;john.martinez@hermeco.com;WWW.HERMECO.COM;KR 50 7  35;5;1;3847283;;john.martinez@hermeco.com;WWW.HERMECO.COM;5;YANET LONDONO DIOSA;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
840497;1;817000680;;;;;1709;99;FAMILIA DEL PACIFICO LTDA;FAMILIA DEL PACIFICO LTDA;;KR 50 # 8S-117;5;1;3609500;;;WWW.PEQUENIN.COM;CR. 50 # 8 SUR 117;5;1;3609500;;rodolfovs@familia.com.co;WWW.PEQUENIN.COM;4;DR. DARIO REY MORA;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
840499;1;890900376;;;;;1011;99;INDUSTRIAS DE ALIMENTICIAS ZENÚ S.A.S.;ZENU;;KR 64C # 104-03;5;1;3786446;;axmartinez@alimentoscarnicos.com.co;www.zenu.com.co;CRA 52 #2-38;5;1;3786446;;axmartinez@alimentoscarnicos.com.co;www.zenu.com.co;14;Mateo Betancur de Castro;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
840517;1;811025446;;;;;2720;99;TRONEX S.A.S;TRONEX S.A.S;;KR 67 # 1S-92;5;1;4488090;;josetorres@tronex.com;www.tronex.com;CRA 67 # 1 SUR 92;5;1;4488090;;josetorres@tronex.com;www.tronex.com;99.1;JAIRO ENRIQUE LEYVA SANTANA;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
840548;1;800206584;;;;;1410;99;COMERCIALIZADORA INTERNACIONAL JEANS S.A;C. I. JEANS S.A.;;KR 53  77S 120;5;380;3099898;;AGARRO@CIJEANS.COM.CO;WWW.CIJEANS.COM.CO;KR 53 # 77 SUR - 120;5;380;3099898;;AGARRO@CIJEANS.COM.CO;WWW.CIJEANS.COM.CO;5;ANDRES BERDUGO GOMEZ;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
840591;1;800169352;;;;;1410;99;MERCADEO Y MODA S.A.S.;CHEVIGNON;;CL 14  52A 370 LC 201;5;1;4489010;;INVENTARIOSYLOGISTICA@HOTMAIL.COM;WWW.CHEVIGNON.COM.CO;CL 14  52A 370 LC 201;5;1;4480511;;INVENTARIOSYLOGISTICA@HOTMAIL.COM;WWW.CHEVIGNON.COM.CO;99.1;DANIEL URIBE CALLE;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
840705;1;800227956;;;;;1410;99;COMERCIALIZADORA INTERNACIONAL EL GLOBO S.A.S.;C.I. EL GLOBO S.A.S.;;KR 57  25  33;5;1;3502900;;CONTADOR@CIELGLOBO.COM;;KR 57  25  33;5;1;3502900;;CONTADOR@CIELGLOBO.COM;;99.1;ISIDORO FUNES CAPUANO;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
840747;1;811001409;;;;;1313;99;WASH S.A.S;WASH S.A.S;;CL 78A SUR  52A 10;5;380;4448181;;CONTABILIDAD@WASH.COM.CO;WWW.WASH.COM.CO;CL 78A SUR  52A 10;5;380;4448181;;CONTABILIDAD@WASH.COM.CO;WWW.WASH.COM.CO;99.1;ROBERTO JAIRO BOTERO RESTREPO;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
840984;1;890900943;;;;;3091;99;COLOMBIANA DE COMERCIO S.A. Y/O ALKOSTO S.A. Y/O CORBETA S.A.;AKT MOTOS;;Cra 43E No 8-71 Medellin;5;1;3265800;;LEGAL@CORBETA.COM.CO;http://www.aktmotos.com/;Cra 43 E No. 8-71;5;1;3265800;;LEGAL@CORBETA.COM.CO;http://www.aktmotos.com/;5;Jaime Arango Herrera;6;0;null;'0000-00-00';'0000-00-00';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00'; ; ;0;null; ;;0;0;0;0;0;0;0;0;0;0;0;'0000-00-00';1;'0000-00-00'
841048;1;890304130;;;;;1011;99;ALIMENTOS CARNICOS SAS;ALIMENTOS CARNICOS SAS;;Carrera 40 N0 12A-13;5;1;3786446;;axmartinez@alimentoscarnicos.com.co;www.zenu.com.co;CALLE 2 # 50-561 AV. Guayabal;5;1;3786446;;axmartinez@alimentoscarnicos.com.co;www.zenu.com.co;14;Mateo Betancur de Castro;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841250;1;811009244;;;;;2421;99;C.I INVERSIONES GENERALES S.A;C.I INVERSIONES GENERALES S.A;;KR 48 # 16-24 AVE.  LOS INDUSTRIALES;5;1;3525155;;financiera@ciigsa.com;www.ciigsa.com;KR 48 # 16-24 AVE.  LOS INDUSTRIALES;5;1;3525155;;financiera@ciigsa.com;www.ciigsa.com;5;JAIME IGNACIO GUTIERREZ BERNAL;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841334;1;811000506;;;;;2599;99;LITOEMPAQUES S.A.S;LITOEMPAQUES S.A.S;;CL  2 # 50-383;5;1;3398300;;LITOEMPAQUES@LITOEMPAQUES.COM;WWW.LITOEMPAQUES.COM;CL  2 # 50-383;5;1;3398300;;LITOEMPAQUES@LITOEMPAQUES.COM;WWW.LITOEMPAQUES.COM;14;JORGE MARIO BETANCUR PALACIO;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
843099;1;900041914;;;;;2023;99;AVON COLOMBIA LTDA;AVON COLOMBIA LTDA;;CL. 14 # 52 A-272 MED.;5;1;3567658;;marisol.builes@avon.com;avon.com;CL. 14 # 52 A-272 MED.;5;1;3567658;;MARISOL.BUILES@AVON.COM, GERENCIA@AVON.COM ,JUANFRANCO@AVON.COM;avon.com;4;JUAN CARLOS FRANCO;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
843702;1;890907638;;;;;1061;99;COOPERATIVA DE CAFICULTORES DE ANDES LTDA;COOPERATIVA DE CAFICULTORES DE ANDES LTDA;;Cr. 50 No. 49A-52 P 2;5;34;8414211;;infor@cooperandes.com;na;Cr. 50 No. 49A-52 P 2;5;34;8414211;;infor@cooperandes.com;na;4;JUAN DAVID RENDON CANAVERAL;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
844131;1;811043174;;;;;1922;99;ZEUSS PETROLEUM S A;ZEUSS PETROLEUM S A;;ESTACION FERROCARRIL ENTRADA GIRARDOTA;5;1;4602050;;INFORMACION@ZEUSSPETROLEUM.COM;WWW.ZEUSSPETROLEUM.COM.CO;ESTACION FERROCARRIL ENTRADA GIRARDOTA;5;308;4602050;;INFORMACION@ZEUSSPETROLEUM.COM;WWW.ZEUSSPETROLEUM.COM.CO;5;RAUL SUAREZ ESCOBAR;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
845296;1;811030022;;;;;2421;99;C.I. GOLDEX S.A.S;C.I. GOLDEX S.A.S;;Calle 44 No.80-94;5;1;4440003;;directorcontable@cigoldex.com.co;www.cigoldex.com.co;Calle 44 No.80-94;5;1;4440003;;directorcontable@cigoldex.com.co;www.cigoldex.com.co;14;JHON UBER HERNANDEZ SANTA;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
845297;1;900165320;;;;;2421;99;C.I. METALES HERMANOS S.A.;C.I. METALES HERMANOS S.A.;;Carrera 65B No. 16A-25 LOCAL 202;5;1;2657036;;METALESHERMANOS@YAHOO.ES;WWW.METALESHERMANOS.COM;Carrera 65B No. 16A-25 LOCAL 202;5;1;2657036;;"METALESHERMANOS@YAHOO.ES;contabilidad@metaleshermanos.com;jucaso21@yahoo.es";WWW.METALESHERMANOS.COM;14;CARLOS FELIPE ORTIZ YEPES;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
845372;1;811022347;;;;;2930;9;COMERCIALIZADORA INTERNACIONAL COLOMBIANA DE AUTOPARTES COLAUTO S.A.;C.I. COLAUTO S.A.;;CALLE 50  40 - 62;5;360;3068888;;LUZMERY.VILLEGAS@COLAUTO.COM.CO;WWW.COLAUTO.COM.CO;CALLE 50  40 - 62;5;360;3068888;;LUZMERY.VILLEGAS@COLAUTO.COM.CO;WWW.COLAUTO.COM.CO;5;JUAN CAMILO GOMEZ SUAREZ;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
845384;1;811017000;;;;;1410;9;INTERNACIONAL DE DISTRIBUCIONES DE VESTUARIO DE MODA S A;INTERNACIONAL DE DISTRIBUCIONES DE VESTUARIO DE MODA S A;;KR 48 # 98A S-367 BG 103 KM 4 VARIANTE CALDAS;5;380;4485533;;javier.mesa@lineadirecta.com.co;;KR 48 # 98A S-367 BG 103 KM 4 VARIANTE CALDAS;5;380;4485533;;javier.mesa@lineadirecta.com.co;;5;ALVARO JOSE MEDINA DIAZ;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
845386;1;811022997;;;;;1051;9;ARROZ CARIBE S.A.S;ARROZ CARIBE S.A.S;;CL 85 48 01 BLOQUE 10 LC 1 5;5;360;3600080;;BERTHA.MONTOYA@ALIMENTOSCARIBE.COM;WWW.ALIMENTOSCARIBE.COM;CL 85 48 01 BLOQUE 10 LC 1 5;5;360;3600080;;BERTHA.MONTOYA@ALIMENTOSCARIBE.COM;WWW.ALIMENTOSCARIBE.COM;14;PASTRANA GUSTAVO;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
845387;1;830068953;;;;;2920;9;RTMX LIMITADA LTDA;RTMX LIMITADA LTDA;;CARRERA 49 N° 39 SUR 100;5;266;3359889;;MPMONTANO@AUDITINGLTDA.COM;;CARRERA 49 N° 39 SUR 100;5;266;3359889;;MPMONTANO@AUDITINGLTDA.COM;;4;PELAEZ GAMBOA LUIS FERNANDO;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;1;890101897;;;;;1040;99;COOP DE PROD DE LECHE DEL ATLAN;COOLECHERA;;CL 17 # 15-137;8;1;3436644;;CONTABILIDAD@COOLECHERA.COM;www.coolechera.com.co;cll 17 #15-137;8;1;3436644;;CONTABILIDAD@COOLECHERA.COM;www.coolechera.com.co;12.1;JOSE MARIN PEREA;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;1;890100703;;;;;1030;99;GRASAS Y ACEITES VEGETALES LTDA;GRACETALES;;VIA 40 # 54-299;8;1;3390000;;gracetales@gracetales.com;www.gracetales.com.co;VIA 40 # 54 - 299;8;1;3390000;;aamaya@gracetales.com;www.gracetales.com.co;4;Antonio Amaya Gil;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;1;890100783;;;;;1392;99;INDUSTRIAS CANNON DE COLOMBIA S.A.;INDUSTRIAS CANNON DE COLOMBIA S.A.;;CL 30 # 2-147;8;1;3856000;;angelli.palma@cannoncol.com;www.cannoncol.com;CL 30 # 2-147;8;1;3856000;;gerencia@cannoncol.com;www.cannoncol.com;5;RICARDO CARIDI MITRANI;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
356;1;890101676;;;;;1709;99;FABRICA DE BOLSAS DE PAPEL UNIBOL S.A.;UNIBOL S.A.;;AU AL AEROPUERTO KM 7;8;758;3366700;;MASTER@UNIBOL.COM.CO;WWW.UNIBOL.COM.CO;AUTOP AL AEROPUERTO KM 7;8;758;3366700;;MASTER@UNIBOL.COM.CO;WWW.UNIBOL.COM.CO;5;GEORGE ZAHER JAAR;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
